p1est	p2est	vest	yawest	yawrateest	p1meas	p2meas	p1	p2	v1_gt	v2_gt	NIS	sensor_type
-0.171176	12.829	5.07848	4.3517	0.398351	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	3.48188	0
-0.285824	12.6031	5.03664	4.35529	0.375298	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	3.41318	1
-0.402586	12.367	5.05858	4.36243	0.362791	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	0.344864	0
-0.520124	12.158	5.01808	4.36105	0.338789	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198	3.84786	1
-0.598801	11.9389	4.99407	4.37773	0.338949	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	0.531954	0
-0.7184	11.7105	4.99131	4.37646	0.317003	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	2.91524	1
-0.907482	11.4649	5.07394	4.3516	0.273017	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	4.61347	0
-1.00388	11.2403	5.00889	4.35376	0.252895	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	3.16422	1
-1.17762	11.0112	5.05927	4.33187	0.216189	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	2.94608	0
-1.26069	10.7669	5.09602	4.35188	0.231066	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	0.998404	1
-1.39141	10.5119	5.14422	4.34917	0.215702	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	1.13554	0
-1.48091	10.2506	5.1938	4.36607	0.225939	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	1.24605	1
-1.58064	10.0399	5.161	4.36841	0.217077	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	2.11635	0
-1.66726	9.81127	5.12565	4.37476	0.209545	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	0.598789	1
-1.74486	9.59078	5.09491	4.38512	0.209777	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	0.794688	0
-1.8546	9.33949	5.14904	4.38852	0.205871	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	2.63962	1
-1.94005	9.04687	5.21267	4.40223	0.20868	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	3.99446	0
-2.02367	8.825	5.15283	4.40344	0.193992	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	1.95235	1
-2.12165	8.57254	5.17538	4.40587	0.186215	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	0.239761	0
-2.24769	8.3191	5.2102	4.39597	0.16459	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	3.11119	1
-2.29798	8.08569	5.17213	4.41419	0.175336	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	0.630454	0
-2.36076	7.87384	5.10581	4.42212	0.172454	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	5.48716	1
-2.47465	7.62188	5.14323	4.41544	0.156243	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	0.911737	0
-2.63118	7.38836	5.13318	4.38188	0.10204	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	6.41405	1
-2.73628	7.13124	5.16714	4.37977	0.0942798	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	0.478798	0
-2.80119	6.89767	5.15259	4.39344	0.107189	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	1.4333	1
-2.84512	6.68976	5.0785	4.40902	0.118194	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	2.3056	0
-2.90849	6.46902	5.00097	4.40873	0.101217	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	4.10589	1
-2.96483	6.23228	4.98552	4.42029	0.107943	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	0.224341	0
-3.08296	5.98516	5.03313	4.40931	0.0915065	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	3.67623	1
-3.16706	5.71024	5.08699	4.41332	0.0905009	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	1.71413	0
-3.27567	5.46364	5.0841	4.39635	0.0570365	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	2.64565	1
-3.37244	5.20133	5.12629	4.39432	0.051839	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	0.695958	0
-3.4432	4.95581	5.12912	4.40272	0.0606144	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	0.0972429	1
-3.55799	4.67669	5.20703	4.39549	0.0501193	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	2.3546	0
-3.66845	4.4235	5.21346	4.37781	0.0169127	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	2.58917	1
-3.80072	4.15121	5.28895	4.36475	0.00327216	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	2.83227	0
-3.88414	3.91068	5.27929	4.37061	0.0143058	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	1.04856	1
-3.95596	3.67841	5.24136	4.37523	0.0178284	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	0.600773	0
-4.05827	3.47195	5.18132	4.35876	-0.010171	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	4.42706	1
-4.12445	3.25807	5.1753	4.35577	-0.012402	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	0.162094	0
-4.27685	2.9982	5.1754	4.34086	-0.0349921	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	1.31057	1
-4.3665	2.73753	5.20709	4.34379	-0.0294178	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	1.80865	0
-4.45762	2.48887	5.21463	4.34574	-0.0240384	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	0.243022	1
-4.56413	2.22686	5.24927	4.3456	-0.0216847	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	1.05247	0
-4.66661	1.98867	5.28656	4.32083	-0.0632653	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	4.42187	1
-4.78351	1.71568	5.34922	4.31884	-0.0599742	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	2.07192	0
-4.90798	1.45946	5.40447	4.3014	-0.0824822	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	0.897027	1
-4.81521	1.31901	5.40832	4.32002	-0.0465195	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	1.83528	0
-4.92168	1.07803	5.41379	4.31058	-0.0573897	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	0.204352	1
-4.9596	0.84736	5.44275	4.31483	-0.0490623	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	0.807149	0
-5.09631	0.514175	5.55711	4.31672	-0.0458399	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	6.74892	1
-5.18241	0.259788	5.56736	4.31737	-0.0425983	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	0.212391	0
-5.32091	0.0133686	5.48161	4.31844	-0.0312629	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	10.8375	1
-5.39933	-0.23505	5.48406	4.32068	-0.0273443	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	0.586125	0
-5.51933	-0.432094	5.39508	4.30652	-0.0451013	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	3.81917	1
-5.67358	-0.631308	5.31938	4.28561	-0.0694548	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	3.74924	0
-5.77747	-0.870935	5.36926	4.27308	-0.0883786	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	4.26257	1
-5.88739	-1.14225	5.41307	4.26763	-0.0958493	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	1.08273	0
-5.96496	-1.4028	5.43036	4.27673	-0.0759435	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	2.1933	1
-6.13464	-1.62657	5.38287	4.25579	-0.0992573	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	1.90753	0
-6.26499	-1.87342	5.46378	4.24285	-0.114475	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	2.85404	1
-6.37668	-2.12043	5.47158	4.24089	-0.109544	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	0.0946634	0
-6.53676	-2.3317	5.40228	4.22263	-0.124128	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	4.14084	1
-6.69525	-2.54346	5.36799	4.20348	-0.140766	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	1.09457	0
-6.85169	-2.76275	5.35521	4.18661	-0.153694	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	1.47625	1
-6.94534	-3.01986	5.38398	4.19524	-0.133123	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	1.58809	0
-7.07654	-3.24326	5.34025	4.19	-0.128628	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	0.493827	1
-7.20058	-3.43587	5.28878	4.17759	-0.137537	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	1.91411	0
-7.34952	-3.68323	5.31151	4.17251	-0.133472	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	4.13251	1
-7.50545	-3.82517	5.20847	4.14048	-0.16718	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	6.23375	0
-7.64731	-4.03688	5.21201	4.12934	-0.172035	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	0.552993	1
-7.80626	-4.25859	5.22535	4.11773	-0.175191	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	0.370372	0
-7.95694	-4.47745	5.22601	4.10925	-0.174147	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	0.320205	1
-8.12285	-4.70831	5.25609	4.09979	-0.174177	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	0.964045	0
-8.26492	-4.90853	5.1724	4.09576	-0.163305	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	2.57291	1
-8.40064	-5.12054	5.1656	4.09238	-0.15791	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	0.238803	0
-8.54728	-5.28727	5.06636	4.07813	-0.162284	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	4.21571	1
-8.73827	-5.48335	5.08431	4.05594	-0.178026	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	1.7413	0
-8.89759	-5.67947	5.06909	4.0457	-0.178578	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	0.323395	1
-9.05571	-5.86206	5.05119	4.03224	-0.184052	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	0.218818	0
-9.19502	-6.01746	4.95049	4.02072	-0.184739	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	6.30437	1
-9.37013	-6.12186	4.86575	3.98263	-0.218534	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	5.20808	0
-9.54518	-6.30478	4.87835	3.96875	-0.221648	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	0.912247	1
-9.68905	-6.50679	4.88692	3.97109	-0.206638	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	0.421013	0
-9.90717	-6.67192	4.95173	3.93893	-0.232673	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	7.1885	1
-10.1104	-6.83465	4.96167	3.91456	-0.246497	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	0.729503	0
-10.294	-6.99819	4.9781	3.89744	-0.252823	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	1.10674	1
-10.524	-7.17673	5.02859	3.87339	-0.264492	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	3.64976	0
-10.727	-7.3221	5.03325	3.8489	-0.277429	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	2.02838	1
-10.9735	-7.48251	5.08058	3.81891	-0.294237	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	3.67488	0
-11.1607	-7.62418	5.03563	3.80268	-0.295836	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	1.26842	1
-11.3144	-7.77284	4.98807	3.79932	-0.28417	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	3.04231	0
-11.5082	-7.90182	4.95447	3.7793	-0.290674	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	1.85033	1
-11.6892	-8.00504	4.8984	3.75594	-0.301054	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	3.15186	0
-11.8804	-8.12043	4.81895	3.73536	-0.307006	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	1.80236	1
-12.0954	-8.21123	4.7986	3.70202	-0.326673	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	0.900909	0
-12.3208	-8.34182	4.88588	3.68271	-0.329358	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	2.81273	1
-12.5254	-8.42175	4.84573	3.65245	-0.34474	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	1.97088	0
-12.7279	-8.51241	4.77353	3.62745	-0.354108	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	1.76879	1
-13.0066	-8.60137	4.83296	3.58635	-0.3783	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	4.4921	0
-13.2535	-8.70518	4.89577	3.56277	-0.38197	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	2.87715	1
-13.4766	-8.75108	4.86106	3.52491	-0.402556	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	2.15419	0
-13.6875	-8.79999	4.76467	3.49044	-0.420865	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997	3.96434	1
-13.9196	-8.90253	4.78719	3.47669	-0.412737	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	0.740217	0
-14.1711	-8.99417	4.88482	3.46057	-0.404296	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	2.91675	1
-14.3992	-9.0982	4.8944	3.45269	-0.391036	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	0.502826	0
-14.6275	-9.17047	4.87247	3.433	-0.392147	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	0.260932	1
-14.9131	-9.17104	4.90893	3.37796	-0.42922	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	2.42565	0
-15.1712	-9.24471	4.94458	3.36097	-0.423754	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	4.48169	1
-15.4404	-9.35159	5.00037	3.35738	-0.40439	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	5.19291	0
-15.6816	-9.38441	4.94192	3.32625	-0.420024	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	2.11337	1
-15.942	-9.46296	4.97529	3.31702	-0.40718	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	2.06368	0
-16.1915	-9.4762	4.94663	3.28241	-0.424784	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	2.35675	1
-16.4437	-9.47056	4.94768	3.24519	-0.441587	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	0.627137	0
-16.6599	-9.47376	4.8807	3.21618	-0.452003	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301	5.20417	1
-16.9445	-9.45849	4.93223	3.17674	-0.46901	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	1.64801	0
-17.198	-9.51337	4.96992	3.17546	-0.442537	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	7.70495	1
-17.4599	-9.52831	4.98944	3.15588	-0.439646	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	0.488007	0
-17.7166	-9.5198	4.97849	3.12674	-0.44993	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	1.71727	1
-17.9721	-9.48713	4.988	3.09324	-0.461291	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	0.257323	0
-18.2145	-9.45323	4.95513	3.05918	-0.476822	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	0.779064	1
-18.4186	-9.49208	4.89157	3.06263	-0.449188	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	2.11161	0
-18.6552	-9.47805	4.90127	3.04678	-0.439164	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	1.69008	1
-18.9044	-9.46695	4.90733	3.03058	-0.433123	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	0.260934	0
-19.1347	-9.42869	4.90588	3.00836	-0.431234	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	3.96125	1
-19.3801	-9.31352	4.92577	2.95467	-0.464314	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	3.10182	0
-19.6123	-9.24168	4.89476	2.91772	-0.483565	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	1.21126	1
-19.8651	-9.12035	4.9335	2.86794	-0.509586	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	1.5369	0
-20.1017	-9.02158	4.94334	2.83087	-0.521467	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215	5.06272	1
-20.2764	-9.13722	4.78943	2.88012	-0.44596	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	14.2475	0
-20.5156	-9.09318	4.80481	2.86841	-0.432544	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	1.57194	1
-20.737	-8.99829	4.80413	2.83566	-0.443947	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296	0.705134	0
-20.9791	-8.91783	4.81923	2.81045	-0.448469	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	2.45515	1
-21.1753	-8.84885	4.77214	2.79116	-0.44567	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972	1.29046	0
-21.4084	-8.76182	4.77657	2.76601	-0.451233	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	1.91989	1
-21.601	-8.73367	4.70547	2.76557	-0.429248	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925	1.78198	0
-21.7917	-8.59804	4.64871	2.71312	-0.473232	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	6.62042	1
-21.9955	-8.52018	4.62789	2.69712	-0.465609	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043	0.17819	0
-22.2047	-8.4122	4.64913	2.67563	-0.459247	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	1.94082	1
-22.4364	-8.31262	4.67759	2.65792	-0.453737	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	1.21755	0
-22.6273	-8.1983	4.64877	2.6291	-0.463842	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	0.944955	1
-22.8666	-7.96158	4.7828	2.56516	-0.50383	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	6.10214	0
-23.0566	-7.8164	4.74863	2.52303	-0.533769	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	3.89659	1
-23.2869	-7.63851	4.82666	2.48791	-0.541412	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967	2.30576	0
-23.4857	-7.49635	4.85097	2.47224	-0.521368	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	1.48101	1
-23.6527	-7.35171	4.8185	2.44581	-0.522108	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	0.668213	0
-23.8431	-7.19135	4.83652	2.42206	-0.516931	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445	0.868917	1
-24.0042	-7.09587	4.75293	2.41509	-0.499361	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	1.95679	0
-24.1719	-6.91535	4.75477	2.37821	-0.515472	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	2.05877	1
-24.3351	-6.66409	4.83227	2.32407	-0.542451	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	3.48057	0
-24.502	-6.48855	4.82192	2.29242	-0.554457	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873	3.56713	1
-24.6012	-6.34832	4.71485	2.26597	-0.554572	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	5.30625	0
-24.7413	-6.16	4.71049	2.234	-0.559879	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	0.34825	1
-24.9246	-5.95364	4.77347	2.20972	-0.555418	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484	2.66392	0
-25.055	-5.74936	4.77836	2.1777	-0.558423	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132	1.88703	1
-25.1878	-5.57612	4.74849	2.15638	-0.552421	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	0.279275	0
-25.3397	-5.38957	4.76464	2.14524	-0.527299	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	1.24458	1
-25.4835	-5.1637	4.81018	2.11704	-0.528477	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	0.64219	0
-25.6139	-4.98563	4.79303	2.10943	-0.498663	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	6.46548	1
-25.7268	-4.81137	4.74475	2.09039	-0.493553	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	0.532887	0
-25.8478	-4.60552	4.75267	2.07139	-0.483307	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	0.302506	1
-25.9593	-4.36138	4.79786	2.03953	-0.490263	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	0.546855	0
-26.0702	-4.14138	4.79342	2.00184	-0.520239	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	10.8916	1
-26.162	-3.85759	4.87687	1.96076	-0.533932	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	2.05478	0
-26.2373	-3.62142	4.86991	1.91499	-0.569089	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	3.64434	1
-26.2678	-3.35496	4.88794	1.86571	-0.588854	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081	4.51997	0
-26.3176	-3.11055	4.88771	1.82193	-0.612168	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	0.729559	1
-26.3437	-2.87539	4.86623	1.7824	-0.620994	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	1.51234	0
-26.4004	-2.64786	4.85544	1.75727	-0.613692	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696	1.31216	1
-26.4765	-2.4934	4.74885	1.74901	-0.59421	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	5.63298	0
-26.5304	-2.25799	4.75827	1.7289	-0.578439	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	0.884291	1
-26.5802	-2.06125	4.70745	1.70947	-0.57028	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	1.16482	0
-26.6102	-1.82517	4.71182	1.68705	-0.556368	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	1.97618	1
-26.6085	-1.57605	4.72498	1.64942	-0.565497	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	1.16518	0
-26.6064	-1.34566	4.71257	1.60954	-0.585183	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852	1.73002	1
-26.6101	-1.11859	4.69921	1.58026	-0.585411	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271	0.0406466	0
-26.6384	-0.893934	4.69005	1.56318	-0.571771	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238	5.09806	1
-26.649	-0.643129	4.71882	1.53905	-0.567057	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439	0.528895	0
-26.637	-0.400922	4.73261	1.50314	-0.5832	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317	2.27917	1
-26.5923	-0.107309	4.81898	1.46355	-0.591718	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	2.66707	0
-26.5726	0.132399	4.82325	1.43437	-0.595136	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116	2.75971	1
-26.549	0.423462	4.90588	1.4085	-0.590048	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	1.65545	0
-26.5354	0.660808	4.89346	1.39613	-0.564423	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667	1.7643	1
-26.5264	0.941589	4.95559	1.38096	-0.551061	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	3.00898	0
-26.4877	1.19889	4.96661	1.36995	-0.518281	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	7.38407	1
-26.4295	1.4366	4.95959	1.342	-0.520299	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737	0.0624176	0
-26.3909	1.65468	4.91544	1.32861	-0.499914	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181	8.57166	1
-26.3342	1.86673	4.87508	1.30412	-0.500023	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345	0.358724	0
-26.2674	2.098	4.8716	1.27806	-0.502453	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235	0.175777	1
-26.2039	2.29245	4.81171	1.2537	-0.502538	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859	0.810656	0
-26.1413	2.51897	4.79639	1.24122	-0.479973	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223	1.05345	1
-26.0611	2.76082	4.82068	1.21849	-0.478456	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334	0.128068	0
-25.9682	2.98465	4.83317	1.18299	-0.502071	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502	2.61401	1
-25.866	3.26229	4.91898	1.16055	-0.498455	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828	1.54872	0
-25.7835	3.49165	4.91996	1.14208	-0.492251	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227	2.18186	1
-25.6775	3.69379	4.89028	1.11487	-0.495103	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404	0.211668	0
-25.5615	3.90194	4.87995	1.0859	-0.500958	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	1.10165	1
-25.494	4.08274	4.80837	1.07174	-0.491654	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125	3.87957	0
-25.3714	4.28513	4.80152	1.04394	-0.495728	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686	0.588576	1
-25.2123	4.50351	4.83806	1.00996	-0.503927	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058	1.96419	0
